Date;2024;2025
01/05/2024;7805;7314
01/05/2024;7134;3209
01/05/2024;12091;15854
02/05/2024;8168;7298
02/05/2024;7149;3346
02/05/2024;13944;16124
03/05/2024;8988;8126
03/05/2024;7997;3048
03/05/2024;19495;15900
04/05/2024;8917;8314
04/05/2024;8443;3098
04/05/2024;25595;16336
05/05/2024;7329;8378
05/05/2024;6562;3500
05/05/2024;11519;24388
06/05/2024;7993;8531
06/05/2024;6456;3853
06/05/2024;13275;38162
07/05/2024;7751;7156
07/05/2024;7267;3341
07/05/2024;21833;29362
08/05/2024;8089;7197
08/05/2024;7028;2533
08/05/2024;38922;8915
09/05/2024;9916;8492
09/05/2024;7384;2575
09/05/2024;41942;9438
10/05/2024;11091;7389
10/05/2024;7541;2605
10/05/2024;45578;9343
11/05/2024;11184;7257
11/05/2024;8014;2372
11/05/2024;40243;9139
12/05/2024;7888;7631
12/05/2024;6217;2576
12/05/2024;10925;13471
13/05/2024;8737;7536
13/05/2024;4992;3318
13/05/2024;10113;20677
14/05/2024;9788;6651
14/05/2024;4748;2099
14/05/2024;10192;7917
15/05/2024;7887;6719
15/05/2024;5096;2241
15/05/2024;10828;8771
16/05/2024;8847;10219
16/05/2024;3206;2331
16/05/2024;12861;10172
17/05/2024;9501;8964
17/05/2024;5837;2879
17/05/2024;23016;20165
18/05/2024;10357;9233
18/05/2024;5728;3016
18/05/2024;41805;34921
19/05/2024;9135;10925
19/05/2024;6583;3079
19/05/2024;33076;40076
20/05/2024;7333;10905
20/05/2024;5269;3590
20/05/2024;10112;41697
21/05/2024;8401;7762
21/05/2024;3874;2509
21/05/2024;9618;10983
22/05/2024;8201;8522
22/05/2024;3678;1984
22/05/2024;10124;9200
23/05/2024;8723;8787
23/05/2024;3639;2056
23/05/2024;10183;9550
24/05/2024;9589;8301
24/05/2024;3901;2328
24/05/2024;16056;9728
25/05/2024;10252;9323
25/05/2024;4765;2426
25/05/2024;25214;11374
26/05/2024;9469;9889
26/05/2024;3542;2882
26/05/2024;8752;23835
27/05/2024;9306;11325
27/05/2024;3522;3705
27/05/2024;9611;43564
28/05/2024;9185;9884
28/05/2024;3313;2831
28/05/2024;9447;35887
29/05/2024;9288;8022
29/05/2024;3069;1995
29/05/2024;8866;9511
30/05/2024;9420;8889
30/05/2024;2992;1486
30/05/2024;10208;10635
31/05/2024;10177;8890
31/05/2024;3514;1906
31/05/2024;16844;8616
01/06/2024;10541;8100
01/06/2024;3826;2099
01/06/2024;24070;9208
02/06/2024;8558;10361
02/06/2024;2633;3394
02/06/2024;8210;19238
03/06/2024;8378;9790
03/06/2024;2629;3969
03/06/2024;9004;29886
04/06/2024;9026;8775
04/06/2024;2784;2047
04/06/2024;9377;9090
05/06/2024;9111;8555
05/06/2024;2598;2160
05/06/2024;9779;9905
06/06/2024;8933;8933
06/06/2024;2584;2283
06/06/2024;10210;10355
07/06/2024;9584;9159
07/06/2024;3187;2084
07/06/2024;18239;10171
08/06/2024;10124;12343
08/06/2024;3945;2368
08/06/2024;26534;10877
09/06/2024;8413;12805
09/06/2024;2364;2969
09/06/2024;7890;18945
10/06/2024;8957;12922
10/06/2024;2357;4228
10/06/2024;8989;29455
11/06/2024;8562;8881
11/06/2024;2403;2618
11/06/2024;10110;10319
12/06/2024;9098;8881
12/06/2024;2392;2419
12/06/2024;10855;9632
13/06/2024;9024;8968
13/06/2024;2442;2640
13/06/2024;11862;9810
14/06/2024;10194;9413
14/06/2024;2595;2396
14/06/2024;20082;10774
15/06/2024;10466;8832
15/06/2024;3434;2320
15/06/2024;29702;10856
16/06/2024;9434;9867
16/06/2024;4017;3055
16/06/2024;10531;18775
17/06/2024;8330;11041
17/06/2024;3825;4472
17/06/2024;9745;31187
18/06/2024;9195;9218
18/06/2024;3905;2881
18/06/2024;9607;10725
19/06/2024;11102;8829
19/06/2024;4155;2865
19/06/2024;10444;10783
20/06/2024;9276;8632
20/06/2024;3728;2362
20/06/2024;10752;10703
21/06/2024;10563;9390
21/06/2024;4401;3216
21/06/2024;18657;11033
22/06/2024;10806;9502
22/06/2024;4659;2871
22/06/2024;27731;11860
23/06/2024;9045;10411
23/06/2024;3532;3227
23/06/2024;10546;19109
24/06/2024;9539;10677
24/06/2024;3330;4529
24/06/2024;10633;29015
25/06/2024;9413;8257
25/06/2024;3137;4298
25/06/2024;10367;10843
26/06/2024;9306;9398
26/06/2024;3187;3928
26/06/2024;10525;11472
27/06/2024;10245;9665
27/06/2024;3341;4181
27/06/2024;11057;11286
28/06/2024;11310;9181
28/06/2024;3806;3549
28/06/2024;18185;11049
29/06/2024;12326;9433
29/06/2024;4393;3595
29/06/2024;25768;12822
30/06/2024;9499;10827
30/06/2024;3453;4403
30/06/2024;9781;20803
01/07/2024;9275;11547
01/07/2024;3285;5330
01/07/2024;11500;31143
02/07/2024;9659;9456
02/07/2024;3199;4084
02/07/2024;11196;11711
03/07/2024;9608;10021
03/07/2024;3072;3834
03/07/2024;11480;12032
04/07/2024;10313;9553
04/07/2024;2828;4098
04/07/2024;13208;12933
05/07/2024;11779;9362
05/07/2024;3788;3412
05/07/2024;25098;14860
06/07/2024;13819;10198
06/07/2024;4593;3482
06/07/2024;35321;16662
07/07/2024;10359;12656
07/07/2024;3284;3916
07/07/2024;15346;26415
08/07/2024;9577;12476
08/07/2024;3090;4928
08/07/2024;16382;38559
09/07/2024;12501;11620
09/07/2024;3394;3351
09/07/2024;17119;17723
10/07/2024;10581;10969
10/07/2024;2923;3226
10/07/2024;18829;17658
11/07/2024;11646;11273
11/07/2024;2852;3438
11/07/2024;20459;19248
12/07/2024;13670;10975
12/07/2024;3171;3499
12/07/2024;31091;22175
13/07/2024;14593;11004
13/07/2024;4464;4483
13/07/2024;41651;33015
14/07/2024;11611;12858
14/07/2024;3373;4702
14/07/2024;21527;49092
15/07/2024;11024;13154
15/07/2024;3003;4356
15/07/2024;20228;50959
16/07/2024;11411;11839
16/07/2024;2726;3291
16/07/2024;20839;31258
17/07/2024;11717;12375
17/07/2024;2673;2971
17/07/2024;21541;20285
18/07/2024;11528;12038
18/07/2024;2859;2847
18/07/2024;22206;20989
19/07/2024;13798;12348
19/07/2024;2939;3043
19/07/2024;32090;20883
20/07/2024;16127;12315
20/07/2024;3831;3060
20/07/2024;40025;22908
21/07/2024;12417;14958
21/07/2024;2829;3565
21/07/2024;21546;31736
22/07/2024;12779;14830
22/07/2024;2723;4340
22/07/2024;20541;38204
23/07/2024;11903;13063
23/07/2024;2688;2812
23/07/2024;20817;20618
24/07/2024;12795;13011
24/07/2024;2433;2862
24/07/2024;20637;19752
25/07/2024;12972;13163
25/07/2024;2794;2572
25/07/2024;22152;18817
26/07/2024;14583;12841
26/07/2024;3103;2511
26/07/2024;29108;20401
27/07/2024;15029;14535
27/07/2024;3307;2890
27/07/2024;34538;21870
28/07/2024;12428;14523
28/07/2024;2533;3371
28/07/2024;21996;28240
29/07/2024;12311;15796
29/07/2024;2504;4311
29/07/2024;21832;36344
30/07/2024;12076;13332
30/07/2024;2529;2904
30/07/2024;21870;21278
31/07/2024;14297;13739
31/07/2024;2587;3176
31/07/2024;21938;21943
01/08/2024;13987;13389
01/08/2024;2326;2864
01/08/2024;21546;20880
02/08/2024;15673;13861
02/08/2024;2717;2754
02/08/2024;27880;20424
03/08/2024;15512;13649
03/08/2024;3187;2882
03/08/2024;34287;21424
04/08/2024;13802;14665
04/08/2024;2348;3147
04/08/2024;22457;28807
05/08/2024;13285;16290
05/08/2024;2473;3827
05/08/2024;23919;35821
06/08/2024;12933;13137
06/08/2024;2435;3162
06/08/2024;24161;24671
07/08/2024;12643;12655
07/08/2024;2504;2986
07/08/2024;24823;23983
08/08/2024;12835;12888
08/08/2024;2600;2854
08/08/2024;26502;25624
09/08/2024;15206;12395
09/08/2024;2827;3078
09/08/2024;30191;25380
10/08/2024;14759;13245
10/08/2024;3251;2690
10/08/2024;36357;25940
11/08/2024;12789;14362
11/08/2024;2869;3352
11/08/2024;27207;33211
12/08/2024;12376;14557
12/08/2024;2495;3890
12/08/2024;26393;41124
13/08/2024;12089;12429
13/08/2024;2542;3355
13/08/2024;26594;33934
14/08/2024;13013;13419
14/08/2024;2847;3452
14/08/2024;30902;33637
15/08/2024;11930;11720
15/08/2024;3062;3222
15/08/2024;36358;26797
16/08/2024;14456;12393
16/08/2024;3504;3136
16/08/2024;39858;26046
17/08/2024;13691;12218
17/08/2024;3663;3321
17/08/2024;38114;26352
18/08/2024;11479;13708
18/08/2024;2930;3306
18/08/2024;24320;31377
19/08/2024;10799;13325
19/08/2024;3422;4297
19/08/2024;21579;36633
20/08/2024;9874;11095
20/08/2024;2693;3614
20/08/2024;21278;22815
21/08/2024;9571;10662
21/08/2024;3217;3545
21/08/2024;21820;21877
22/08/2024;10602;10402
22/08/2024;3112;3827
22/08/2024;23274;21737
23/08/2024;12035;10310
23/08/2024;3660;3742
23/08/2024;28677;20745
24/08/2024;12661;11397
24/08/2024;4389;4758
24/08/2024;33911;21530
25/08/2024;9809;12084
25/08/2024;3482;4484
25/08/2024;16918;26465
26/08/2024;9285;12393
26/08/2024;3328;4619
26/08/2024;16069;34104
27/08/2024;10541;10286
27/08/2024;3346;3469
27/08/2024;15301;15947
28/08/2024;10184;11047
28/08/2024;3168;4238
28/08/2024;13777;14551
29/08/2024;9847;10738
29/08/2024;3737;4407
29/08/2024;14951;14137
30/08/2024;11593;10616
30/08/2024;4634;4970
30/08/2024;18563;13529
31/08/2024;11603;10035
31/08/2024;6263;4757
31/08/2024;25077;12793
01/09/2024;9202;11198
01/09/2024;4481;4615
01/09/2024;9719;20478
02/09/2024;9643;12151
02/09/2024;4522;5513
02/09/2024;9368;26464
03/09/2024;10382;10441
03/09/2024;4410;6208
03/09/2024;10048;10679
04/09/2024;10625;10948
04/09/2024;4670;6479
04/09/2024;10723;11306
05/09/2024;10160;11820
05/09/2024;4261;6696
05/09/2024;10522;11494
06/09/2024;11749;11871
06/09/2024;4770;6840
06/09/2024;15028;11837
07/09/2024;11790;11933
07/09/2024;5700;6937
07/09/2024;23857;12749
08/09/2024;10221;13005
08/09/2024;4725;6839
08/09/2024;9403;18611
09/09/2024;10955;13829
09/09/2024;4980;7286
09/09/2024;10223;27193
10/09/2024;10965;11839
10/09/2024;4343;6121
10/09/2024;10103;10214
11/09/2024;11373;12431
11/09/2024;4305;5681
11/09/2024;10156;10424
12/09/2024;10840;12071
12/09/2024;4460;6104
12/09/2024;11227;11058
13/09/2024;11830;11930
13/09/2024;4503;6196
13/09/2024;16543;11771
14/09/2024;12596;13096
14/09/2024;5034;6069
14/09/2024;24974;13222
15/09/2024;10636;13217
15/09/2024;4457;6300
15/09/2024;9651;19809
16/09/2024;11346;12934
16/09/2024;4377;6398
16/09/2024;10313;29973
17/09/2024;11769;12326
17/09/2024;4522;6286
17/09/2024;10367;10270
18/09/2024;11686;11953
18/09/2024;3951;5013
18/09/2024;10752;10146
19/09/2024;10983;12064
19/09/2024;3559;4705
19/09/2024;10653;9991
20/09/2024;11516;10766
20/09/2024;4297;4502
20/09/2024;17457;10613
21/09/2024;10965;11029
21/09/2024;4540;4716
21/09/2024;23747;11260
22/09/2024;8931;10914
22/09/2024;3320;4962
22/09/2024;8371;17948
23/09/2024;9306;10963
23/09/2024;3630;5592
23/09/2024;9280;25636
24/09/2024;9211;9020
24/09/2024;3569;3573
24/09/2024;9366;8676
25/09/2024;9417;8889
25/09/2024;3546;3410
25/09/2024;9664;9237
26/09/2024;9040;9495
26/09/2024;3126;3643
26/09/2024;9430;9881
27/09/2024;10750;9074
27/09/2024;3395;3461
27/09/2024;16079;9599
28/09/2024;10790;8863
28/09/2024;4149;3354
28/09/2024;23576;9393
29/09/2024;7721;9100
29/09/2024;5032;4137
29/09/2024;7355;17212
30/09/2024;8421;9613
30/09/2024;4751;4576
30/09/2024;7839;27200
